"Applied filters:
machine_name starts with 'F' or starts with 'G'
date_time is on or after 11/16/2017 12:00:00 PM
table_name is nozzle
plant is 1020
machine_name is GC9",,,,,
,,,,,
Noz Rejects Sum%,Noz Rejects Sum,Noz Reject Factor,date_time,Ch-Hole,optel_schedule_wo
0.003717472,2,0,05/02/18 11:15:02 PM,4-19,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-2,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-20,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-21,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-22,4009251328B
0.001862197,1,0,05/02/18 11:15:02 PM,4-23,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-24,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-25,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-26,4009251328B
0.003724395,2,0.014492754,05/02/18 11:15:02 PM,4-27,4009251328B
0.001862197,1,0.014492754,05/02/18 11:15:02 PM,4-28,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-29,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-3,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-30,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-4,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-5,4009251328B
0.00248139,1,0,05/02/18 11:15:02 PM,4-6,4009251328B
0.00248139,1,0,05/02/18 11:15:02 PM,4-7,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-8,4009251328B
0,0,0,05/02/18 11:15:02 PM,4-9,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-1,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-10,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-11,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-12,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-13,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-14,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-15,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-16,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-17,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-18,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-19,4009251328B
0.001642036,1,0,05/02/18 11:30:02 PM,2-2,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-20,4009251328B
0.002192982,1,0,05/02/18 11:30:02 PM,2-21,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-22,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-23,4009251328B
0.002192982,1,0,05/02/18 11:30:02 PM,2-24,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-25,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-27,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-28,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-3,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-32,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-5,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-6,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-7,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-8,4009251328B
0,0,0,05/02/18 11:30:02 PM,2-9,4009251328B
0.001647446,1,0,05/02/18 11:30:02 PM,4-1,4009251328B
0.002197802,1,0,05/02/18 11:30:02 PM,4-10,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-11,4009251328B
0.001620746,1,0,05/02/18 11:30:02 PM,4-12,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-13,4009251328B
0.001636661,1,0,05/02/18 11:30:02 PM,4-14,4009251328B
0.001639344,1,0,05/02/18 11:30:02 PM,4-15,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-16,4009251328B
0.001642036,1,0,05/02/18 11:30:02 PM,4-17,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-18,4009251328B
0.003289474,2,0,05/02/18 11:30:02 PM,4-19,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-2,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-20,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-21,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-22,4009251328B
0.001644737,1,0,05/02/18 11:30:02 PM,4-23,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-24,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-25,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-26,4009251328B
0.003289474,2,0,05/02/18 11:30:02 PM,4-27,4009251328B
0.001644737,1,0,05/02/18 11:30:02 PM,4-28,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-29,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-3,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-30,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-4,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-5,4009251328B
0.002192982,1,0,05/02/18 11:30:02 PM,4-6,4009251328B
0.002192982,1,0,05/02/18 11:30:02 PM,4-7,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-8,4009251328B
0,0,0,05/02/18 11:30:02 PM,4-9,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-1,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-10,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-11,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-12,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-13,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-14,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-15,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-16,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-17,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-18,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-19,4009251328B
0.001560062,1,0,05/02/18 11:45:01 PM,2-2,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-20,4009251328B
0.002083333,1,0,05/02/18 11:45:01 PM,2-21,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-22,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-23,4009251328B
0.002083333,1,0,05/02/18 11:45:01 PM,2-24,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-25,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-27,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-28,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-3,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-32,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-5,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-6,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-7,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-8,4009251328B
0,0,0,05/02/18 11:45:01 PM,2-9,4009251328B
0.001564945,1,0,05/02/18 11:45:01 PM,4-1,4009251328B
0.002087683,1,0,05/02/18 11:45:01 PM,4-10,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-11,4009251328B
0.001540832,1,0,05/02/18 11:45:01 PM,4-12,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-13,4009251328B
0.00155521,1,0,05/02/18 11:45:01 PM,4-14,4009251328B
0.001557632,1,0,05/02/18 11:45:01 PM,4-15,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-16,4009251328B
0.001560062,1,0,05/02/18 11:45:01 PM,4-17,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-18,4009251328B
0.003125,2,0,05/02/18 11:45:01 PM,4-19,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-2,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-20,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-21,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-22,4009251328B
0.0015625,1,0,05/02/18 11:45:01 PM,4-23,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-24,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-25,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-26,4009251328B
0.003125,2,0,05/02/18 11:45:01 PM,4-27,4009251328B
0.0015625,1,0,05/02/18 11:45:01 PM,4-28,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-29,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-3,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-30,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-4,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-5,4009251328B
0.002083333,1,0,05/02/18 11:45:01 PM,4-6,4009251328B
0.002083333,1,0,05/02/18 11:45:01 PM,4-7,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-8,4009251328B
0,0,0,05/02/18 11:45:01 PM,4-9,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-1,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-10,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-11,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-12,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-13,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-14,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-15,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-16,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-17,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-18,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-19,4009251328B
0.001466276,1,0,05/03/18 12:00:01 AM,2-2,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-20,4009251328B
0.001960784,1,0,05/03/18 12:00:01 AM,2-21,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-22,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-23,4009251328B
0.001960784,1,0,05/03/18 12:00:01 AM,2-24,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-25,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-27,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-28,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-3,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-32,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-5,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-6,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-7,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-8,4009251328B
0,0,0,05/03/18 12:00:01 AM,2-9,4009251328B
0.001472754,1,0,05/03/18 12:00:01 AM,4-1,4009251328B
0.001964637,1,0,05/03/18 12:00:01 AM,4-10,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-11,4009251328B
0.001443001,1,0,05/03/18 12:00:01 AM,4-12,4009251328B
0.002915452,2,0.13155475,05/03/18 12:00:01 AM,4-13,4009251328B
0.004373178,3,0.13155475,05/03/18 12:00:01 AM,4-14,4009251328B
0.004379562,3,0.13155475,05/03/18 12:00:01 AM,4-15,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-16,4009251328B
0.001466276,1,0,05/03/18 12:00:01 AM,4-17,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-18,4009251328B
0.002936858,2,0,05/03/18 12:00:01 AM,4-19,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-2,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-20,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-21,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-22,4009251328B
0.001468429,1,0,05/03/18 12:00:01 AM,4-23,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-24,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-25,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-26,4009251328B
0.002941176,2,0,05/03/18 12:00:01 AM,4-27,4009251328B
0.002941176,2,0.025,05/03/18 12:00:01 AM,4-28,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-29,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-3,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-30,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-4,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-5,4009251328B
0.001960784,1,0,05/03/18 12:00:01 AM,4-6,4009251328B
0.001960784,1,0,05/03/18 12:00:01 AM,4-7,4009251328B
0,0,0,05/03/18 12:00:01 AM,4-8,4009251328B
0.001964637,1,0.033333333,05/03/18 12:00:01 AM,4-9,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-1,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-10,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-11,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-12,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-13,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-14,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-15,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-16,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-17,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-18,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-19,4009251328B
0.001312336,1,0,05/03/18 12:15:02 AM,2-2,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-20,4009251328B
0.001751313,1,0,05/03/18 12:15:02 AM,2-21,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-22,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-23,4009251328B
0.001751313,1,0,05/03/18 12:15:02 AM,2-24,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-25,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-27,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-28,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-3,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-32,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-5,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-6,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-7,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-8,4009251328B
0,0,0,05/03/18 12:15:02 AM,2-9,4009251328B
0.00131406,1,0,05/03/18 12:15:02 AM,4-1,4009251328B
0.001754386,1,0,05/03/18 12:15:02 AM,4-10,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-11,4009251328B
0.001290323,1,0,05/03/18 12:15:02 AM,4-12,4009251328B
0.002604167,2,0,05/03/18 12:15:02 AM,4-13,4009251328B
0.00390625,3,0,05/03/18 12:15:02 AM,4-14,4009251328B
0.003911343,3,0,05/03/18 12:15:02 AM,4-15,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-16,4009251328B
0.001308901,1,0,05/03/18 12:15:02 AM,4-17,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-18,4009251328B
0.002621232,2,0,05/03/18 12:15:02 AM,4-19,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-2,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-20,4009251328B
0.001310616,1,0.012195122,05/03/18 12:15:02 AM,4-21,4009251328B
0.001310616,1,0.012195122,05/03/18 12:15:02 AM,4-22,4009251328B
0.002621232,2,0.012195122,05/03/18 12:15:02 AM,4-23,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-24,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-25,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-26,4009251328B
0.002624672,2,0,05/03/18 12:15:02 AM,4-27,4009251328B
0.002624672,2,0,05/03/18 12:15:02 AM,4-28,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-29,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-3,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-30,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-4,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-5,4009251328B
0.001751313,1,0,05/03/18 12:15:02 AM,4-6,4009251328B
0.001751313,1,0,05/03/18 12:15:02 AM,4-7,4009251328B
0,0,0,05/03/18 12:15:02 AM,4-8,4009251328B
0.001754386,1,0,05/03/18 12:15:02 AM,4-9,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-1,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-10,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-11,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-12,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-13,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-14,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-15,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-16,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-17,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-18,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-19,4009251328B
0.001236094,1,0,05/03/18 12:30:02 AM,2-2,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-20,4009251328B
0.001650165,1,0,05/03/18 12:30:02 AM,2-21,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-22,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-23,4009251328B
0.001650165,1,0,05/03/18 12:30:02 AM,2-24,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-25,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-27,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-28,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-3,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-32,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-5,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-6,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-7,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-8,4009251328B
0,0,0,05/03/18 12:30:02 AM,2-9,4009251328B
0.001239157,1,0,05/03/18 12:30:02 AM,4-1,4009251328B
0.001655629,1,0,05/03/18 12:30:02 AM,4-10,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-11,4009251328B
0.003636364,3,0.113137085,05/03/18 12:30:02 AM,4-12,4009251328B
0.004895961,4,0.115446005,05/03/18 12:30:02 AM,4-13,4009251328B
0.004901961,4,0.020833333,05/03/18 12:30:02 AM,4-14,4009251328B
0.004907975,4,0.020833333,05/03/18 12:30:02 AM,4-15,4009251328B
0.001233046,1,0.02173913,05/03/18 12:30:02 AM,4-16,4009251328B
0.003703704,3,0.122975092,05/03/18 12:30:02 AM,4-17,4009251328B
0.001237624,1,0.02173913,05/03/18 12:30:02 AM,4-18,4009251328B
0.003712871,3,0.022222222,05/03/18 12:30:02 AM,4-19,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-2,4009251328B
0.002472188,2,0.122975092,05/03/18 12:30:02 AM,4-20,4009251328B
0.002472188,2,0.02173913,05/03/18 12:30:02 AM,4-21,4009251328B
0.002475248,2,0.022222222,05/03/18 12:30:02 AM,4-22,4009251328B
0.003712871,3,0.022222222,05/03/18 12:30:02 AM,4-23,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-24,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-25,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-26,4009251328B
0.002475248,2,0,05/03/18 12:30:02 AM,4-27,4009251328B
0.002475248,2,0,05/03/18 12:30:02 AM,4-28,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-29,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-3,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-30,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-4,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-5,4009251328B
0.001652893,1,0,05/03/18 12:30:02 AM,4-6,4009251328B
0.001652893,1,0,05/03/18 12:30:02 AM,4-7,4009251328B
0,0,0,05/03/18 12:30:02 AM,4-8,4009251328B
0.001655629,1,0,05/03/18 12:30:02 AM,4-9,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-1,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-10,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-11,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-12,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-13,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-14,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-15,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-16,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-17,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-18,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-19,4009251328B
0.001168224,1,0,05/03/18 12:45:01 AM,2-2,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-20,4009251328B
0.001557632,1,0,05/03/18 12:45:01 AM,2-21,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-22,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-23,4009251328B
0.001557632,1,0,05/03/18 12:45:01 AM,2-24,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-25,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-27,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-28,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-3,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-32,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-5,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-6,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-7,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-8,4009251328B
0,0,0,05/03/18 12:45:01 AM,2-9,4009251328B
0.001169591,1,0,05/03/18 12:45:01 AM,4-1,4009251328B
0.0015625,1,0,05/03/18 12:45:01 AM,4-10,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-11,4009251328B
0.005694761,5,0.106733099,05/03/18 12:45:01 AM,4-12,4009251328B
0.005767013,5,0.02,05/03/18 12:45:01 AM,4-13,4009251328B
0.004618938,4,0,05/03/18 12:45:01 AM,4-14,4009251328B
0.005780347,5,0.02,05/03/18 12:45:01 AM,4-15,4009251328B
0.00116144,1,0,05/03/18 12:45:01 AM,4-16,4009251328B
0.005813953,5,0.113137085,05/03/18 12:45:01 AM,4-17,4009251328B
0.001165501,1,0,05/03/18 12:45:01 AM,4-18,4009251328B
0.005827506,5,0.113137085,05/03/18 12:45:01 AM,4-19,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-2,4009251328B
0.003496503,3,0.020408163,05/03/18 12:45:01 AM,4-20,4009251328B
0.003496503,3,0.020408163,05/03/18 12:45:01 AM,4-21,4009251328B
0.002339181,2,0,05/03/18 12:45:01 AM,4-22,4009251328B
0.003508772,3,0,05/03/18 12:45:01 AM,4-23,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-24,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-25,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-26,4009251328B
0.002336449,2,0,05/03/18 12:45:01 AM,4-27,4009251328B
0.002336449,2,0,05/03/18 12:45:01 AM,4-28,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-29,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-3,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-30,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-4,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-5,4009251328B
0.003120125,2,0.027777778,05/03/18 12:45:01 AM,4-6,4009251328B
0.001560062,1,0,05/03/18 12:45:01 AM,4-7,4009251328B
0,0,0,05/03/18 12:45:01 AM,4-8,4009251328B
0.0015625,1,0,05/03/18 12:45:01 AM,4-9,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-1,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-10,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-11,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-12,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-13,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-14,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-15,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-16,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-17,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-18,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-19,4009251328B
0.001079914,1,0,05/03/18 01:30:02 AM,2-2,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-20,4009251328B
0.001440922,1,0,05/03/18 01:30:02 AM,2-21,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-22,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-23,4009251328B
0.001440922,1,0,05/03/18 01:30:02 AM,2-24,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-25,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-27,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-28,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-3,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-32,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-5,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-6,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-7,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-8,4009251328B
0,0,0,05/03/18 01:30:02 AM,2-9,4009251328B
0.001082251,1,0,05/03/18 01:30:02 AM,4-1,4009251328B
0.002886003,2,0.037735849,05/03/18 01:30:02 AM,4-10,4009251328B
0.001443001,1,0.037735849,05/03/18 01:30:02 AM,4-11,4009251328B
0.005274262,5,0,05/03/18 01:30:02 AM,4-12,4009251328B
0.005336179,5,0,05/03/18 01:30:02 AM,4-13,4009251328B
0.004273504,4,0,05/03/18 01:30:02 AM,4-14,4009251328B
0.005347594,5,0,05/03/18 01:30:02 AM,4-15,4009251328B
0.001074114,1,0,05/03/18 01:30:02 AM,4-16,4009251328B
0.005376344,5,0,05/03/18 01:30:02 AM,4-17,4009251328B
0.001077586,1,0,05/03/18 01:30:02 AM,4-18,4009251328B
0.005387931,5,0,05/03/18 01:30:02 AM,4-19,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-2,4009251328B
0.003236246,3,0,05/03/18 01:30:02 AM,4-20,4009251328B
0.003236246,3,0,05/03/18 01:30:02 AM,4-21,4009251328B
0.002164502,2,0,05/03/18 01:30:02 AM,4-22,4009251328B
0.003246753,3,0,05/03/18 01:30:02 AM,4-23,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-24,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-25,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-26,4009251328B
0.002162162,2,0,05/03/18 01:30:02 AM,4-27,4009251328B
0.002162162,2,0,05/03/18 01:30:02 AM,4-28,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-29,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-3,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-30,4009251328B
0,0,0,05/03/18 01:30:02 AM,4-4,4009251328B
0.001443001,1,0.019230769,05/03/18 01:30:02 AM,4-5,4009251328B
0.004329004,3,0.019230769,05/03/18 01:30:02 AM,4-6,4009251328B
0.002881844,2,0.018867925,05/03/18 01:30:02 AM,4-7,4009251328B
0.001443001,1,0.037735849,05/03/18 01:30:02 AM,4-8,4009251328B
0.002886003,2,0.037735849,05/03/18 01:30:02 AM,4-9,4009251328B
0,0,0,05/03/18 01:45:01 AM,2-1,4009251328B
0,0,0,05/03/18 01:45:01 AM,2-10,4009251328B
0,0,0,05/03/18 01:45:01 AM,2-11,4009251328B
0,0,0,05/03/18 01:45:01 AM,2-12,4009251328B
0,0,0,05/03/18 01:45:01 AM,2-13,4009251328B
