Noz Rejects Sum%,Noz Rejects Sum,Noz Reject Factor,date_time,Ch-Hole,optel_schedule_wo
0,0,0,05/02/18 01:15:02 PM,1-1,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-10,4009227582B
0.032258065,2,0.091239585,05/02/18 01:15:02 PM,1-11,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-13,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-14,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-15,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-31,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-4,4009227582B
0,0,0,05/02/18 01:15:02 PM,1-9,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-36,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-37,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-38,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-39,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-40,4009227582B
0.012048193,1,0.012048193,05/02/18 01:15:02 PM,2-41,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-42,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-43,4009227582B
0.012048193,1,0.012048193,05/02/18 01:15:02 PM,2-44,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-45,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-46,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-47,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-48,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-49,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-50,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-51,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-52,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-53,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-54,4009227582B
0,0,0,05/02/18 01:15:02 PM,2-55,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-1,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-10,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-11,4009227582B
0.013157895,1,0.013157895,05/02/18 01:15:02 PM,3-12,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-13,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-14,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-15,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-16,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-17,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-18,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-19,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-2,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-20,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-21,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-3,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-4,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-5,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-6,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-7,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-8,4009227582B
0,0,0,05/02/18 01:15:02 PM,3-9,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-26,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-27,4009227582B
0.013157895,1,0.013157895,05/02/18 01:15:02 PM,4-28,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-29,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-30,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-31,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-32,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-33,4009227582B
0,0,0,05/02/18 01:15:02 PM,4-34,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-1,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-10,4009227582B
0.035211268,5,0.194855716,05/02/18 01:30:02 PM,1-11,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-13,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-14,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-15,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-31,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-4,4009227582B
0,0,0,05/02/18 01:30:02 PM,1-9,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-36,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-37,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-38,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-39,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-40,4009227582B
0.005347594,1,0,05/02/18 01:30:02 PM,2-41,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-42,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-43,4009227582B
0.005347594,1,0,05/02/18 01:30:02 PM,2-44,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-45,4009227582B
0.005347594,1,0.009615385,05/02/18 01:30:02 PM,2-46,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-47,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-48,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-49,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-50,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-51,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-52,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-53,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-54,4009227582B
0,0,0,05/02/18 01:30:02 PM,2-55,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-1,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-10,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-11,4009227582B
0.005813953,1,0,05/02/18 01:30:02 PM,3-12,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-13,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-14,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-15,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-16,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-17,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-18,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-19,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-2,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-20,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-21,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-3,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-4,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-5,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-6,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-7,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-8,4009227582B
0,0,0,05/02/18 01:30:02 PM,3-9,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-26,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-27,4009227582B
0.005813953,1,0,05/02/18 01:30:02 PM,4-28,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-29,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-30,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-31,4009227582B
0.005813953,1,0.010416667,05/02/18 01:30:02 PM,4-32,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-33,4009227582B
0,0,0,05/02/18 01:30:02 PM,4-34,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-1,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-10,4009227582B
0.023255814,5,0,05/02/18 01:45:02 PM,1-11,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-13,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-14,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-15,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-31,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-4,4009227582B
0,0,0,05/02/18 01:45:02 PM,1-9,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-36,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-37,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-38,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-39,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-40,4009227582B
0.003484321,1,0,05/02/18 01:45:02 PM,2-41,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-42,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-43,4009227582B
0.003484321,1,0,05/02/18 01:45:02 PM,2-44,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-45,4009227582B
0.003484321,1,0,05/02/18 01:45:02 PM,2-46,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-47,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-48,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-49,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-50,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-51,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-52,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-53,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-54,4009227582B
0,0,0,05/02/18 01:45:02 PM,2-55,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-1,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-10,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-11,4009227582B
0.003802281,1,0,05/02/18 01:45:02 PM,3-12,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-13,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-14,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-15,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-16,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-17,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-18,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-19,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-2,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-20,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-21,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-3,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-4,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-5,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-6,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-7,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-8,4009227582B
0,0,0,05/02/18 01:45:02 PM,3-9,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-26,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-27,4009227582B
0.003802281,1,0,05/02/18 01:45:02 PM,4-28,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-29,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-30,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-31,4009227582B
0.007604563,2,0.010989011,05/02/18 01:45:02 PM,4-32,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-33,4009227582B
0,0,0,05/02/18 01:45:02 PM,4-34,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-1,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-10,4009227582B
0.021505376,6,0.015625,05/02/18 02:00:02 PM,1-11,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-13,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-14,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-15,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-31,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-4,4009227582B
0,0,0,05/02/18 02:00:02 PM,1-9,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-36,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-37,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-38,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-39,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-40,4009227582B
0.002688172,1,0,05/02/18 02:00:02 PM,2-41,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-42,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-43,4009227582B
0.002688172,1,0,05/02/18 02:00:02 PM,2-44,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-45,4009227582B
0.002688172,1,0,05/02/18 02:00:02 PM,2-46,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-47,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-48,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-49,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-50,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-51,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-52,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-53,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-54,4009227582B
0,0,0,05/02/18 02:00:02 PM,2-55,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-1,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-10,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-11,4009227582B
0.002932551,1,0,05/02/18 02:00:02 PM,3-12,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-13,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-14,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-15,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-16,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-17,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-18,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-19,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-2,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-20,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-21,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-3,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-4,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-5,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-6,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-7,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-8,4009227582B
0,0,0,05/02/18 02:00:02 PM,3-9,4009227582B
0.002890173,1,0.0125,05/02/18 02:00:02 PM,4-26,4009227582B
0,0,0,05/02/18 02:00:02 PM,4-27,4009227582B
0.002932551,1,0,05/02/18 02:00:02 PM,4-28,4009227582B
0.002932551,1,0.012820513,05/02/18 02:00:02 PM,4-29,4009227582B
0,0,0,05/02/18 02:00:02 PM,4-30,4009227582B
0,0,0,05/02/18 02:00:02 PM,4-31,4009227582B
0.005865103,2,0,05/02/18 02:00:02 PM,4-32,4009227582B
0,0,0,05/02/18 02:00:02 PM,4-33,4009227582B
0,0,0,05/02/18 02:00:02 PM,4-34,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-1,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-10,4009227582B
0.017241379,6,0,05/02/18 02:15:02 PM,1-11,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-13,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-14,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-15,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-31,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-4,4009227582B
0,0,0,05/02/18 02:15:02 PM,1-9,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-36,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-37,4009227582B
0.001992032,1,0.01010101,05/02/18 02:15:02 PM,2-38,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-39,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-40,4009227582B
0.002169197,1,0,05/02/18 02:15:02 PM,2-41,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-42,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-43,4009227582B
0.002164502,1,0,05/02/18 02:15:02 PM,2-44,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-45,4009227582B
0.002164502,1,0,05/02/18 02:15:02 PM,2-46,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-47,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-48,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-49,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-50,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-51,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-52,4009227582B
0.002164502,1,0.011111111,05/02/18 02:15:02 PM,2-53,4009227582B
0.002164502,1,0.011111111,05/02/18 02:15:02 PM,2-54,4009227582B
0,0,0,05/02/18 02:15:02 PM,2-55,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-1,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-10,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-11,4009227582B
0.002352941,1,0,05/02/18 02:15:02 PM,3-12,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-13,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-14,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-15,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-16,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-17,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-18,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-19,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-2,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-20,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-21,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-3,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-4,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-5,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-6,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-7,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-8,4009227582B
0,0,0,05/02/18 02:15:02 PM,3-9,4009227582B
0.002325581,1,0,05/02/18 02:15:02 PM,4-26,4009227582B
0,0,0,05/02/18 02:15:02 PM,4-27,4009227582B
0.002352941,1,0,05/02/18 02:15:02 PM,4-28,4009227582B
0.002352941,1,0,05/02/18 02:15:02 PM,4-29,4009227582B
0,0,0,05/02/18 02:15:02 PM,4-30,4009227582B
0,0,0,05/02/18 02:15:02 PM,4-31,4009227582B
0.004705882,2,0,05/02/18 02:15:02 PM,4-32,4009227582B
0,0,0,05/02/18 02:15:02 PM,4-33,4009227582B
0,0,0,05/02/18 02:15:02 PM,4-34,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-1,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-10,4009227582B
0.015283843,7,0.009090909,05/02/18 02:30:02 PM,1-11,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-13,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-14,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-15,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-31,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-4,4009227582B
0,0,0,05/02/18 02:30:02 PM,1-9,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-36,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-37,4009227582B
0.001512859,1,0,05/02/18 02:30:02 PM,2-38,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-39,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-40,4009227582B
0.001642036,1,0,05/02/18 02:30:02 PM,2-41,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-42,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-43,4009227582B
0.001639344,1,0,05/02/18 02:30:02 PM,2-44,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-45,4009227582B
0.001639344,1,0,05/02/18 02:30:02 PM,2-46,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-47,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-48,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-49,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-50,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-51,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-52,4009227582B
0.001639344,1,0,05/02/18 02:30:02 PM,2-53,4009227582B
0.001639344,1,0,05/02/18 02:30:02 PM,2-54,4009227582B
0,0,0,05/02/18 02:30:02 PM,2-55,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-1,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-10,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-11,4009227582B
0.001785714,1,0,05/02/18 02:30:02 PM,3-12,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-13,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-14,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-15,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-16,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-17,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-18,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-19,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-2,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-20,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-21,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-3,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-4,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-5,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-6,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-7,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-8,4009227582B
0,0,0,05/02/18 02:30:02 PM,3-9,4009227582B
0.001766784,1,0,05/02/18 02:30:02 PM,4-26,4009227582B
0,0,0,05/02/18 02:30:02 PM,4-27,4009227582B
0.001785714,1,0,05/02/18 02:30:02 PM,4-28,4009227582B
0.001785714,1,0,05/02/18 02:30:02 PM,4-29,4009227582B
0,0,0,05/02/18 02:30:02 PM,4-30,4009227582B
0,0,0,05/02/18 02:30:02 PM,4-31,4009227582B
0.005357143,3,0.007407407,05/02/18 02:30:02 PM,4-32,4009227582B
0,0,0,05/02/18 02:30:02 PM,4-33,4009227582B
0,0,0,05/02/18 02:30:02 PM,4-34,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-1,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-10,4009227582B
0.014084507,8,0.009090909,05/02/18 02:45:01 PM,1-11,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-13,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-14,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-15,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-31,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-4,4009227582B
0,0,0,05/02/18 02:45:01 PM,1-9,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-36,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-37,4009227582B
0.001216545,1,0,05/02/18 02:45:01 PM,2-38,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-39,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-40,4009227582B
0.001322751,1,0,05/02/18 02:45:01 PM,2-41,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-42,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-43,4009227582B
0.001321004,1,0,05/02/18 02:45:01 PM,2-44,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-45,4009227582B
0.001321004,1,0,05/02/18 02:45:01 PM,2-46,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-47,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-48,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-49,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-50,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-51,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-52,4009227582B
0.001321004,1,0,05/02/18 02:45:01 PM,2-53,4009227582B
0.001321004,1,0,05/02/18 02:45:01 PM,2-54,4009227582B
0,0,0,05/02/18 02:45:01 PM,2-55,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-1,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-10,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-11,4009227582B
0.001438849,1,0,05/02/18 02:45:01 PM,3-12,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-13,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-14,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-15,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-16,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-17,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-18,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-19,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-2,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-20,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-21,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-3,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-4,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-5,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-6,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-7,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-8,4009227582B
0,0,0,05/02/18 02:45:01 PM,3-9,4009227582B
0.002849003,2,0.007352941,05/02/18 02:45:01 PM,4-26,4009227582B
0,0,0,05/02/18 02:45:01 PM,4-27,4009227582B
0.001438849,1,0,05/02/18 02:45:01 PM,4-28,4009227582B
0.001438849,1,0,05/02/18 02:45:01 PM,4-29,4009227582B
0,0,0,05/02/18 02:45:01 PM,4-30,4009227582B
0.001438849,1,0.007407407,05/02/18 02:45:01 PM,4-31,4009227582B
0.004316547,3,0,05/02/18 02:45:01 PM,4-32,4009227582B
0,0,0,05/02/18 02:45:01 PM,4-33,4009227582B
0,0,0,05/02/18 02:45:01 PM,4-34,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-1,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-10,4009227582B
0.013235294,9,0.008928571,05/02/18 03:00:01 PM,1-11,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-13,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-14,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-15,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-31,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-4,4009227582B
0,0,0,05/02/18 03:00:01 PM,1-9,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-36,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-37,4009227582B
0.00101833,1,0,05/02/18 03:00:01 PM,2-38,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-39,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-40,4009227582B
0.001104972,1,0,05/02/18 03:00:01 PM,2-41,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-42,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-43,4009227582B
0.001103753,1,0,05/02/18 03:00:01 PM,2-44,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-45,4009227582B
0.001103753,1,0,05/02/18 03:00:01 PM,2-46,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-47,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-48,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-49,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-50,4009227582B
0,0,0,05/02/18 03:00:01 PM,2-51,4009227582B
