Noz Rejects Sum%,Noz Rejects Sum,Noz Reject Factor,date_time,Ch-Hole,optel_schedule_wo
0.003740315,14,0.067343503,05/03/18 03:45:02 AM,2-51,4009227281B
0.005343308,20,0.011904762,05/03/18 03:45:02 AM,2-52,4009227281B
0.00347315,13,0.067343503,05/03/18 03:45:02 AM,2-53,4009227281B
0.002671654,10,0,05/03/18 03:45:02 AM,2-54,4009227281B
0.000997755,4,0.010638298,05/03/18 03:45:02 AM,2-55,4009227281B
0.000558815,2,0,05/03/18 03:45:02 AM,3-1,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-10,4009227281B
0.000560695,2,0,05/03/18 03:45:02 AM,3-11,4009227281B
0.000280348,1,0,05/03/18 03:45:02 AM,3-12,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-13,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-14,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-15,4009227281B
0.000280426,1,0,05/03/18 03:45:02 AM,3-16,4009227281B
0.000280426,1,0,05/03/18 03:45:02 AM,3-17,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-18,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-19,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-2,4009227281B
0.000305904,1,0,05/03/18 03:45:02 AM,3-20,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-21,4009227281B
0.00030581,1,0,05/03/18 03:45:02 AM,3-22,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-3,4009227281B
0.000280348,1,0,05/03/18 03:45:02 AM,3-4,4009227281B
0.000280426,1,0,05/03/18 03:45:02 AM,3-5,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-6,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-7,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-8,4009227281B
0,0,0,05/03/18 03:45:02 AM,3-9,4009227281B
0.000771605,3,0.011627907,05/03/18 03:45:02 AM,4-27,4009227281B
0.001292324,5,0,05/03/18 03:45:02 AM,4-28,4009227281B
0.001551992,6,0,05/03/18 03:45:02 AM,4-29,4009227281B
0.000280269,1,0,05/03/18 03:45:02 AM,4-30,4009227281B
0.000560852,2,0,05/03/18 03:45:02 AM,4-31,4009227281B
0.002523129,9,0,05/03/18 03:45:02 AM,4-32,4009227281B
0.000841043,3,0,05/03/18 03:45:02 AM,4-33,4009227281B
0.001402131,5,0,05/03/18 03:45:02 AM,4-34,4009227281B
0.001142857,4,0,05/03/18 04:00:01 AM,1-1,4009227281B
0.000286041,1,0,05/03/18 04:00:01 AM,1-10,4009227281B
0.007723112,27,0,05/03/18 04:00:01 AM,1-11,4009227281B
0,0,0,05/03/18 04:00:01 AM,1-13,4009227281B
0.000286697,1,0,05/03/18 04:00:01 AM,1-14,4009227281B
0,0,0,05/03/18 04:00:01 AM,1-15,4009227281B
0,0,0,05/03/18 04:00:01 AM,1-2,4009227281B
0.001512859,5,0,05/03/18 04:00:01 AM,1-31,4009227281B
0,0,0,05/03/18 04:00:01 AM,1-4,4009227281B
0.001418037,5,0,05/03/18 04:00:01 AM,1-9,4009227281B
0.000712928,3,0,05/03/18 04:00:01 AM,2-37,4009227281B
0.00095648,4,0,05/03/18 04:00:01 AM,2-38,4009227281B
0.00143575,6,0,05/03/18 04:00:01 AM,2-39,4009227281B
0.001676245,7,0,05/03/18 04:00:01 AM,2-40,4009227281B
0.001253761,5,0.008064516,05/03/18 04:00:01 AM,2-41,4009227281B
0.003259779,13,0.008064516,05/03/18 04:00:01 AM,2-42,4009227281B
0.000752257,3,0,05/03/18 04:00:01 AM,2-43,4009227281B
0.000752257,3,0,05/03/18 04:00:01 AM,2-44,4009227281B
0.003009027,12,0.008064516,05/03/18 04:00:01 AM,2-45,4009227281B
0.003009027,12,0.008064516,05/03/18 04:00:01 AM,2-46,4009227281B
0.003510532,14,0.008064516,05/03/18 04:00:01 AM,2-47,4009227281B
0.001551189,6,0,05/03/18 04:00:01 AM,2-48,4009227281B
0.00155159,6,0.008064516,05/03/18 04:00:01 AM,2-49,4009227281B
0.003103181,12,0,05/03/18 04:00:01 AM,2-50,4009227281B
0.003620378,14,0,05/03/18 04:00:01 AM,2-51,4009227281B
0.005430566,21,0.008064516,05/03/18 04:00:01 AM,2-52,4009227281B
0.003361779,13,0,05/03/18 04:00:01 AM,2-53,4009227281B
0.002585984,10,0,05/03/18 04:00:01 AM,2-54,4009227281B
0.000964088,4,0,05/03/18 04:00:01 AM,2-55,4009227281B
0.000541712,2,0,05/03/18 04:00:01 AM,3-1,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-10,4009227281B
0.000543478,2,0,05/03/18 04:00:01 AM,3-11,4009227281B
0.000271739,1,0,05/03/18 04:00:01 AM,3-12,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-13,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-14,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-15,4009227281B
0.000271813,1,0,05/03/18 04:00:01 AM,3-16,4009227281B
0.000271813,1,0,05/03/18 04:00:01 AM,3-17,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-18,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-19,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-2,4009227281B
0.00029656,1,0,05/03/18 04:00:01 AM,3-20,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-21,4009227281B
0.000296472,1,0,05/03/18 04:00:01 AM,3-22,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-3,4009227281B
0.000271739,1,0,05/03/18 04:00:01 AM,3-4,4009227281B
0.000271813,1,0,05/03/18 04:00:01 AM,3-5,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-6,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-7,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-8,4009227281B
0,0,0,05/03/18 04:00:01 AM,3-9,4009227281B
0.000747943,3,0,05/03/18 04:00:01 AM,4-27,4009227281B
0.001252505,5,0,05/03/18 04:00:01 AM,4-28,4009227281B
0.001504136,6,0,05/03/18 04:00:01 AM,4-29,4009227281B
0.000271665,1,0,05/03/18 04:00:01 AM,4-30,4009227281B
0.000543478,2,0,05/03/18 04:00:01 AM,4-31,4009227281B
0.002444988,9,0,05/03/18 04:00:01 AM,4-32,4009227281B
0.000814996,3,0,05/03/18 04:00:01 AM,4-33,4009227281B
0.001358696,5,0,05/03/18 04:00:01 AM,4-34,4009227281B
0.00111142,4,0,05/03/18 04:15:02 AM,1-1,4009227281B
0.000278164,1,0,05/03/18 04:15:02 AM,1-10,4009227281B
0.007510431,27,0,05/03/18 04:15:02 AM,1-11,4009227281B
0,0,0,05/03/18 04:15:02 AM,1-13,4009227281B
0.000278784,1,0,05/03/18 04:15:02 AM,1-14,4009227281B
0,0,0,05/03/18 04:15:02 AM,1-15,4009227281B
0,0,0,05/03/18 04:15:02 AM,1-2,4009227281B
0.001472754,5,0,05/03/18 04:15:02 AM,1-31,4009227281B
0,0,0,05/03/18 04:15:02 AM,1-4,4009227281B
0.00137931,5,0,05/03/18 04:15:02 AM,1-9,4009227281B
0.000691882,3,0,05/03/18 04:15:02 AM,2-37,4009227281B
0.000928505,4,0,05/03/18 04:15:02 AM,2-38,4009227281B
0.001626016,7,0.007936508,05/03/18 04:15:02 AM,2-39,4009227281B
0.0018596,8,0.007936508,05/03/18 04:15:02 AM,2-40,4009227281B
0.001218027,5,0,05/03/18 04:15:02 AM,2-41,4009227281B
0.00316687,13,0,05/03/18 04:15:02 AM,2-42,4009227281B
0.000730816,3,0,05/03/18 04:15:02 AM,2-43,4009227281B
0.000730816,3,0,05/03/18 04:15:02 AM,2-44,4009227281B
0.00316687,13,0.008547009,05/03/18 04:15:02 AM,2-45,4009227281B
0.002923264,12,0,05/03/18 04:15:02 AM,2-46,4009227281B
0.00365408,15,0.008547009,05/03/18 04:15:02 AM,2-47,4009227281B
0.001505646,6,0,05/03/18 04:15:02 AM,2-48,4009227281B
0.001506024,6,0,05/03/18 04:15:02 AM,2-49,4009227281B
0.003012048,12,0,05/03/18 04:15:02 AM,2-50,4009227281B
0.003514056,14,0,05/03/18 04:15:02 AM,2-51,4009227281B
0.005271084,21,0,05/03/18 04:15:02 AM,2-52,4009227281B
0.003263052,13,0,05/03/18 04:15:02 AM,2-53,4009227281B
0.002761044,11,0.008547009,05/03/18 04:15:02 AM,2-54,4009227281B
0.001168497,5,0.007692308,05/03/18 04:15:02 AM,2-55,4009227281B
0.000526177,2,0,05/03/18 04:15:02 AM,3-1,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-10,4009227281B
0.000527983,2,0,05/03/18 04:15:02 AM,3-11,4009227281B
0.000263992,1,0,05/03/18 04:15:02 AM,3-12,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-13,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-14,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-15,4009227281B
0.000264061,1,0,05/03/18 04:15:02 AM,3-16,4009227281B
0.000264061,1,0,05/03/18 04:15:02 AM,3-17,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-18,4009227281B
0.000264061,1,0.009259259,05/03/18 04:15:02 AM,3-19,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-2,4009227281B
0.000288101,1,0,05/03/18 04:15:02 AM,3-20,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-21,4009227281B
0.000288018,1,0,05/03/18 04:15:02 AM,3-22,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-3,4009227281B
0.000263992,1,0,05/03/18 04:15:02 AM,3-4,4009227281B
0.000264061,1,0,05/03/18 04:15:02 AM,3-5,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-6,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-7,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-8,4009227281B
0,0,0,05/03/18 04:15:02 AM,3-9,4009227281B
0.000726744,3,0,05/03/18 04:15:02 AM,4-27,4009227281B
0.001216841,5,0,05/03/18 04:15:02 AM,4-28,4009227281B
0.001461276,6,0,05/03/18 04:15:02 AM,4-29,4009227281B
0.000263922,1,0,05/03/18 04:15:02 AM,4-30,4009227281B
0.000527983,2,0,05/03/18 04:15:02 AM,4-31,4009227281B
0.002375297,9,0,05/03/18 04:15:02 AM,4-32,4009227281B
0.000791766,3,0,05/03/18 04:15:02 AM,4-33,4009227281B
0.001319958,5,0,05/03/18 04:15:02 AM,4-34,4009227281B
0.001082544,4,0,05/03/18 04:30:02 AM,1-1,4009227281B
0.000270929,1,0,05/03/18 04:30:02 AM,1-10,4009227281B
0.007315091,27,0,05/03/18 04:30:02 AM,1-11,4009227281B
0,0,0,05/03/18 04:30:02 AM,1-13,4009227281B
0.000271518,1,0,05/03/18 04:30:02 AM,1-14,4009227281B
0,0,0,05/03/18 04:30:02 AM,1-15,4009227281B
0,0,0,05/03/18 04:30:02 AM,1-2,4009227281B
0.001435544,5,0,05/03/18 04:30:02 AM,1-31,4009227281B
0,0,0,05/03/18 04:30:02 AM,1-4,4009227281B
0.00161247,6,0.010416667,05/03/18 04:30:02 AM,1-9,4009227281B
0.000897263,4,0.008196721,05/03/18 04:30:02 AM,2-37,4009227281B
0.001354708,6,0.046750862,05/03/18 04:30:02 AM,2-38,4009227281B
0.001581921,7,0,05/03/18 04:30:02 AM,2-39,4009227281B
0.001809136,8,0,05/03/18 04:30:02 AM,2-40,4009227281B
0.001422812,6,0.008928571,05/03/18 04:30:02 AM,2-41,4009227281B
0.00308276,13,0,05/03/18 04:30:02 AM,2-42,4009227281B
0.000948542,4,0.008928571,05/03/18 04:30:02 AM,2-43,4009227281B
0.000711406,3,0,05/03/18 04:30:02 AM,2-44,4009227281B
0.00308276,13,0,05/03/18 04:30:02 AM,2-45,4009227281B
0.002845625,12,0,05/03/18 04:30:02 AM,2-46,4009227281B
0.003557031,15,0,05/03/18 04:30:02 AM,2-47,4009227281B
0.001464486,6,0,05/03/18 04:30:02 AM,2-48,4009227281B
0.001464844,6,0,05/03/18 04:30:02 AM,2-49,4009227281B
0.002929688,12,0,05/03/18 04:30:02 AM,2-50,4009227281B
0.003662109,15,0.008928571,05/03/18 04:30:02 AM,2-51,4009227281B
0.005126953,21,0,05/03/18 04:30:02 AM,2-52,4009227281B
0.003173828,13,0,05/03/18 04:30:02 AM,2-53,4009227281B
0.002929688,12,0.008928571,05/03/18 04:30:02 AM,2-54,4009227281B
0.001135589,5,0,05/03/18 04:30:02 AM,2-55,4009227281B
0.000511902,2,0,05/03/18 04:30:02 AM,3-1,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-10,4009227281B
0.000513743,2,0,05/03/18 04:30:02 AM,3-11,4009227281B
0.000256871,1,0,05/03/18 04:30:02 AM,3-12,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-13,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-14,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-15,4009227281B
0.000256937,1,0,05/03/18 04:30:02 AM,3-16,4009227281B
0.000256937,1,0,05/03/18 04:30:02 AM,3-17,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-18,4009227281B
0.000256937,1,0,05/03/18 04:30:02 AM,3-19,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-2,4009227281B
0.000280269,1,0,05/03/18 04:30:02 AM,3-20,4009227281B
0.000280191,1,0.010309278,05/03/18 04:30:02 AM,3-21,4009227281B
0.000280191,1,0,05/03/18 04:30:02 AM,3-22,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-3,4009227281B
0.000256871,1,0,05/03/18 04:30:02 AM,3-4,4009227281B
0.000256937,1,0,05/03/18 04:30:02 AM,3-5,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-6,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-7,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-8,4009227281B
0,0,0,05/03/18 04:30:02 AM,3-9,4009227281B
0.00070738,3,0,05/03/18 04:30:02 AM,4-27,4009227281B
0.001184273,5,0,05/03/18 04:30:02 AM,4-28,4009227281B
0.001422138,6,0,05/03/18 04:30:02 AM,4-29,4009227281B
0.000256805,1,0,05/03/18 04:30:02 AM,4-30,4009227281B
0.000513743,2,0,05/03/18 04:30:02 AM,4-31,4009227281B
0.002311248,9,0,05/03/18 04:30:02 AM,4-32,4009227281B
0.000770416,3,0,05/03/18 04:30:02 AM,4-33,4009227281B
0.001284357,5,0,05/03/18 04:30:02 AM,4-34,4009227281B
0.001049593,4,0,05/03/18 04:45:01 AM,1-1,4009227281B
0.000262674,1,0,05/03/18 04:45:01 AM,1-10,4009227281B
0.007092199,27,0,05/03/18 04:45:01 AM,1-11,4009227281B
0,0,0,05/03/18 04:45:01 AM,1-13,4009227281B
0.000263227,1,0,05/03/18 04:45:01 AM,1-14,4009227281B
0,0,0,05/03/18 04:45:01 AM,1-15,4009227281B
0,0,0,05/03/18 04:45:01 AM,1-2,4009227281B
0.001393534,5,0,05/03/18 04:45:01 AM,1-31,4009227281B
0,0,0,05/03/18 04:45:01 AM,1-4,4009227281B
0.001563722,6,0,05/03/18 04:45:01 AM,1-9,4009227281B
0.000868244,4,0,05/03/18 04:45:01 AM,2-37,4009227281B
0.001310616,6,0,05/03/18 04:45:01 AM,2-38,4009227281B
0.001530389,7,0,05/03/18 04:45:01 AM,2-39,4009227281B
0.001750164,8,0,05/03/18 04:45:01 AM,2-40,4009227281B
0.001377727,6,0,05/03/18 04:45:01 AM,2-41,4009227281B
0.002985075,13,0,05/03/18 04:45:01 AM,2-42,4009227281B
0.000918485,4,0,05/03/18 04:45:01 AM,2-43,4009227281B
0.001148106,5,0.040991697,05/03/18 04:45:01 AM,2-44,4009227281B
0.002985075,13,0,05/03/18 04:45:01 AM,2-45,4009227281B
0.002755454,12,0,05/03/18 04:45:01 AM,2-46,4009227281B
0.003444317,15,0,05/03/18 04:45:01 AM,2-47,4009227281B
0.001416765,6,0,05/03/18 04:45:01 AM,2-48,4009227281B
0.0014171,6,0,05/03/18 04:45:01 AM,2-49,4009227281B
0.002834199,12,0,05/03/18 04:45:01 AM,2-50,4009227281B
0.003542749,15,0,05/03/18 04:45:01 AM,2-51,4009227281B
0.004959849,21,0,05/03/18 04:45:01 AM,2-52,4009227281B
0.003070383,13,0,05/03/18 04:45:01 AM,2-53,4009227281B
0.002834199,12,0,05/03/18 04:45:01 AM,2-54,4009227281B
0.001097936,5,0,05/03/18 04:45:01 AM,2-55,4009227281B
0.000495663,2,0,05/03/18 04:45:01 AM,3-1,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-10,4009227281B
0.000497512,2,0,05/03/18 04:45:01 AM,3-11,4009227281B
0.000248756,1,0,05/03/18 04:45:01 AM,3-12,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-13,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-14,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-15,4009227281B
0.000248818,1,0,05/03/18 04:45:01 AM,3-16,4009227281B
0.000248818,1,0,05/03/18 04:45:01 AM,3-17,4009227281B
0.00024888,1,0.007936508,05/03/18 04:45:01 AM,3-18,4009227281B
0.00024888,1,0,05/03/18 04:45:01 AM,3-19,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-2,4009227281B
0.000271518,1,0,05/03/18 04:45:01 AM,3-20,4009227281B
0.000271444,1,0,05/03/18 04:45:01 AM,3-21,4009227281B
0.000271444,1,0,05/03/18 04:45:01 AM,3-22,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-3,4009227281B
0.000248756,1,0,05/03/18 04:45:01 AM,3-4,4009227281B
0.000248818,1,0,05/03/18 04:45:01 AM,3-5,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-6,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-7,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-8,4009227281B
0,0,0,05/03/18 04:45:01 AM,3-9,4009227281B
0.000684932,3,0,05/03/18 04:45:01 AM,4-27,4009227281B
0.001147052,5,0,05/03/18 04:45:01 AM,4-28,4009227281B
0.00137741,6,0,05/03/18 04:45:01 AM,4-29,4009227281B
0.000248756,1,0,05/03/18 04:45:01 AM,4-30,4009227281B
0.000497636,2,0,05/03/18 04:45:01 AM,4-31,4009227281B
0.002238806,9,0,05/03/18 04:45:01 AM,4-32,4009227281B
0.000746269,3,0,05/03/18 04:45:01 AM,4-33,4009227281B
0.001741727,7,0.044895669,05/03/18 04:45:01 AM,4-34,4009227281B
0.001041395,4,0,05/03/18 05:00:02 AM,1-1,4009227281B
0.00026062,1,0,05/03/18 05:00:02 AM,1-10,4009227281B
0.007036747,27,0,05/03/18 05:00:02 AM,1-11,4009227281B
0,0,0,05/03/18 05:00:02 AM,1-13,4009227281B
0.000261165,1,0,05/03/18 05:00:02 AM,1-14,4009227281B
0,0,0,05/03/18 05:00:02 AM,1-15,4009227281B
0,0,0,05/03/18 05:00:02 AM,1-2,4009227281B
0.001383126,5,0,05/03/18 05:00:02 AM,1-31,4009227281B
0,0,0,05/03/18 05:00:02 AM,1-4,4009227281B
0.00155159,6,0,05/03/18 05:00:02 AM,1-9,4009227281B
0.000860956,4,0,05/03/18 05:00:02 AM,2-37,4009227281B
0.001299545,6,0,05/03/18 05:00:02 AM,2-38,4009227281B
0.001517451,7,0,05/03/18 05:00:02 AM,2-39,4009227281B
0.001735358,8,0,05/03/18 05:00:02 AM,2-40,4009227281B
0.001366431,6,0,05/03/18 05:00:02 AM,2-41,4009227281B
0.00318834,14,0.027777778,05/03/18 05:00:02 AM,2-42,4009227281B
0.000910954,4,0,05/03/18 05:00:02 AM,2-43,4009227281B
0.001138693,5,0,05/03/18 05:00:02 AM,2-44,4009227281B
0.002960601,13,0,05/03/18 05:00:02 AM,2-45,4009227281B
0.002732863,12,0,05/03/18 05:00:02 AM,2-46,4009227281B
0.003416078,15,0,05/03/18 05:00:02 AM,2-47,4009227281B
0.001404823,6,0,05/03/18 05:00:02 AM,2-48,4009227281B
0.001405152,6,0,05/03/18 05:00:02 AM,2-49,4009227281B
0.002810304,12,0,05/03/18 05:00:02 AM,2-50,4009227281B
0.003512881,15,0,05/03/18 05:00:02 AM,2-51,4009227281B
0.004918033,21,0,05/03/18 05:00:02 AM,2-52,4009227281B
0.003044496,13,0,05/03/18 05:00:02 AM,2-53,4009227281B
0.002810304,12,0,05/03/18 05:00:02 AM,2-54,4009227281B
0.001088376,5,0,05/03/18 05:00:02 AM,2-55,4009227281B
0.000491763,2,0,05/03/18 05:00:02 AM,3-1,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-10,4009227281B
0.000493583,2,0,05/03/18 05:00:02 AM,3-11,4009227281B
0.000246792,1,0,05/03/18 05:00:02 AM,3-12,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-13,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-14,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-15,4009227281B
0.000246853,1,0,05/03/18 05:00:02 AM,3-16,4009227281B
0.000246853,1,0,05/03/18 05:00:02 AM,3-17,4009227281B
0.000246853,1,0,05/03/18 05:00:02 AM,3-18,4009227281B
0.000246853,1,0,05/03/18 05:00:02 AM,3-19,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-2,4009227281B
0.000269324,1,0,05/03/18 05:00:02 AM,3-20,4009227281B
0.000269251,1,0,05/03/18 05:00:02 AM,3-21,4009227281B
0.000269251,1,0,05/03/18 05:00:02 AM,3-22,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-3,4009227281B
0.000246792,1,0,05/03/18 05:00:02 AM,3-4,4009227281B
0.000246853,1,0,05/03/18 05:00:02 AM,3-5,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-6,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-7,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-8,4009227281B
0,0,0,05/03/18 05:00:02 AM,3-9,4009227281B
0.000679348,3,0,05/03/18 05:00:02 AM,4-27,4009227281B
0.001137656,5,0,05/03/18 05:00:02 AM,4-28,4009227281B
0.00136612,6,0,05/03/18 05:00:02 AM,4-29,4009227281B
0.000246731,1,0,05/03/18 05:00:02 AM,4-30,4009227281B
0.000493583,2,0,05/03/18 05:00:02 AM,4-31,4009227281B
0.002220577,9,0,05/03/18 05:00:02 AM,4-32,4009227281B
0.000740192,3,0,05/03/18 05:00:02 AM,4-33,4009227281B
0.001727542,7,0,05/03/18 05:00:02 AM,4-34,4009227281B
0,0,0,05/03/18 05:30:01 AM,1-1,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-10,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-11,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-12,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-13,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-17,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-18,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-19,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-2,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-20,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-21,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-22,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-23,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-24,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-25,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-26,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-27,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-28,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-3,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-30,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-4,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-5,4009231836B
0.111111111,1,0.111111111,05/03/18 05:30:01 AM,1-6,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-7,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-8,4009231836B
0,0,0,05/03/18 05:30:01 AM,1-9,4009231836B
0,0,0,05/03/18 05:30:01 AM,2-37,4009231836B
0,0,0,05/03/18 05:30:01 AM,2-38,4009231836B
0,0,0,05/03/18 05:30:01 AM,2-55,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-1,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-10,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-11,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-12,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-13,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-14,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-15,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-16,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-17,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-18,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-19,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-2,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-20,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-21,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-22,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-23,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-24,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-25,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-26,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-27,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-28,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-29,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-3,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-30,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-4,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-5,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-6,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-7,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-8,4009231836B
0,0,0,05/03/18 05:30:01 AM,3-9,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-1,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-10,4009231836B
0.076923077,1,0.2,05/03/18 05:45:02 AM,1-11,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-12,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-13,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-17,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-18,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-19,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-2,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-20,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-21,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-22,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-23,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-24,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-25,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-26,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-27,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-28,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-3,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-30,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-4,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-5,4009231836B
0.066666667,1,0,05/03/18 05:45:02 AM,1-6,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-7,4009231836B
0,0,0,05/03/18 05:45:02 AM,1-8,4009231836B
